session_id,round_number,group_num,tick,x_t,p1_decision,p2_decision,p3_decision,p4_decision,p5_decision,p6_decision,p7_decision,p8_decision,p9_decision,p10_decision,p11_decision
8ky7kcqb,1,1,1,100,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,2,91.56,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,3,96.01,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,4,108.21,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,5,96.94,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,6,100.45,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,7,108.79,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,8,135.78,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,9,128.58,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,10,126.07,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,11,129.78,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,12,109.21,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,13,110.62,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,14,98.65,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,15,95.09,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,16,118.5,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,17,141.52,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,18,135.52,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,19,142.6,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,20,122.94,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,21,106.49,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,22,124.24,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,23,125.3,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,24,126.75,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,25,104.13,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,26,106.19,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,27,99.68,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,28,80.14,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,29,72.31,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,30,85.76,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,31,75.16,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,32,81.24,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,33,94.66,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,34,102.18,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,35,115.9,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,36,89.04,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,37,89.87,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,38,83.96,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,39,88.38,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,40,71.19,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,41,83.61,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,42,97.56,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,43,91.58,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,44,91.2,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,45,81.59,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,46,81,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,47,77.23,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,48,71.98,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,49,104.78,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,50,91.83,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,51,74.46,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,52,72.82,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,53,85.91,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,54,86.67,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,55,90.2,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,56,103.16,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,57,119.63,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,58,104.43,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,59,101.56,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,60,104.62,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,61,95.81,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,62,97.02,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,63,95.48,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,64,81.29,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,65,77.16,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,66,84.76,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,67,101.58,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,68,107.75,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,69,87.15,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,70,77.45,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,71,67.25,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,72,92.55,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,73,116.06,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,74,112,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,75,95.85,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,76,99.14,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,77,83.68,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,78,42.2,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,79,47.98,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,80,53.93,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,81,62.68,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,82,89.4,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,83,92.01,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,84,97.77,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,85,129.78,1,1,1,1,1,1,1,1,1,1,1
8ky7kcqb,1,1,86,150.66,1,1,1,1,1,1,1,1,1,1,1
