session_id,round_number,group_num,tick,x_t,p1_decision,p2_decision,p3_decision,p4_decision,p5_decision,p6_decision,p7_decision,p8_decision,p9_decision,p10_decision
e7qed11a,14,1,17,89.89,0,1,0,0,0,1,0,0,1,1
e7qed11a,14,1,18,94.44,1,1,0,0,0,1,0,0,1,1
e7qed11a,14,1,19,92.63,1,1,0,0,0,0,0,0,1,0
e7qed11a,14,1,20,89.91,0,1,0,0,0,0,0,0,1,0
e7qed11a,14,1,21,88.65,0,1,0,0,0,0,0,0,1,0
e7qed11a,14,1,22,82.51,0,1,0,0,0,0,0,0,1,0
e7qed11a,14,1,23,103.26,0,1,0,0,0,0,0,0,1,0
e7qed11a,14,1,24,94.2,0,0,0,0,0,1,0,0,0,0
e7qed11a,14,1,25,90.52,0,0,0,0,1,1,0,0,0,1
e7qed11a,14,1,26,79.19,0,0,0,0,1,0,0,0,0,1
e7qed11a,14,1,27,79.45,0,0,0,0,1,0,0,0,0,1
e7qed11a,14,1,28,84.02,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,29,86.99,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,30,79.18,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,31,82.3,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,32,74.43,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,33,80.31,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,34,89.16,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,35,85.31,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,36,78.46,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,37,79.59,0,0,0,0,1,0,0,0,1,1
e7qed11a,14,1,38,77.68,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,39,59.47,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,40,64.57,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,41,81.02,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,42,97.75,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,43,110.92,0,0,0,0,1,0,0,0,0,0
e7qed11a,14,1,44,109.05,1,0,1,1,1,0,0,0,0,1
e7qed11a,14,1,45,107.13,1,1,1,1,1,1,1,1,1,1
e7qed11a,14,1,46,102.05,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,47,101.49,1,1,1,1,0,1,0,1,1,1
e7qed11a,14,1,48,85.39,1,1,1,1,0,1,0,1,1,1
e7qed11a,14,1,49,94.75,0,1,1,1,0,1,0,0,1,0
e7qed11a,14,1,50,85.76,1,1,0,0,0,0,0,0,1,0
e7qed11a,14,1,51,98.38,1,0,0,0,0,0,0,0,0,0
e7qed11a,14,1,52,111.6,1,0,0,0,0,0,0,0,0,0
e7qed11a,14,1,53,97.83,1,0,0,0,0,0,0,0,0,1
e7qed11a,14,1,54,107.66,0,1,1,1,1,1,1,0,1,1
e7qed11a,14,1,55,119.96,1,1,1,1,1,1,1,1,1,1
e7qed11a,14,1,56,119.59,1,1,1,1,1,1,1,1,1,0
e7qed11a,14,1,57,108.6,1,1,1,1,1,1,1,1,1,1
e7qed11a,14,1,58,116.35,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,59,110.61,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,60,128.12,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,61,121.16,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,62,112.55,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,63,97.09,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,64,106.87,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,65,99.85,0,1,0,1,0,0,1,1,1,1
e7qed11a,14,1,66,97.82,0,1,0,0,0,0,0,1,0,0
e7qed11a,14,1,67,94.76,1,1,0,0,0,1,0,1,0,1
e7qed11a,14,1,68,86.4,1,1,0,0,0,1,0,1,0,1
e7qed11a,14,1,69,101.47,1,1,0,0,0,1,0,1,0,0
e7qed11a,14,1,70,102.94,0,1,0,0,1,0,0,0,0,0
e7qed11a,14,1,71,79.77,0,1,0,0,1,0,0,0,1,0
e7qed11a,14,1,72,82.36,0,1,1,0,1,1,0,0,1,1
e7qed11a,14,1,73,92.24,0,1,1,0,1,1,0,1,1,1
e7qed11a,14,1,74,97.36,0,1,0,0,1,0,0,0,0,1
e7qed11a,14,1,75,103.95,0,1,0,0,1,0,0,0,0,1
e7qed11a,14,1,76,107.82,0,1,0,0,1,0,0,0,0,1
e7qed11a,14,1,77,116.87,0,1,0,1,1,0,0,0,0,1
e7qed11a,14,1,78,114.15,1,1,0,1,1,1,1,1,0,1
e7qed11a,14,1,79,126.12,1,1,1,1,1,1,1,1,1,1
e7qed11a,14,1,80,129.09,1,1,1,1,1,1,1,1,1,1
e7qed11a,14,1,81,123.36,1,1,1,1,1,1,1,1,1,1
e7qed11a,14,1,82,132.29,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,83,117.46,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,84,102.21,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,85,90.23,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,86,106.22,0,1,1,1,0,0,0,1,1,1
e7qed11a,14,1,87,137.08,0,1,0,0,0,0,0,0,0,0
e7qed11a,14,1,88,143.45,0,1,0,0,0,1,0,0,0,0
e7qed11a,14,1,89,143.96,1,1,0,0,0,1,1,1,1,1
e7qed11a,14,1,90,138.05,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,91,129.75,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,92,105.33,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,93,106.47,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,94,91.3,1,1,0,1,0,1,1,1,0,1
e7qed11a,14,1,95,85,0,1,0,1,0,1,1,1,0,1
e7qed11a,14,1,96,86.67,1,1,0,1,0,1,0,0,0,0
e7qed11a,14,1,97,92.73,1,1,0,1,0,0,0,0,0,0
e7qed11a,14,1,98,123.32,0,1,0,1,0,0,0,0,0,1
e7qed11a,14,1,99,113.18,0,1,0,0,0,0,0,1,1,1
e7qed11a,14,1,100,115.27,0,1,1,0,0,1,0,1,1,1
e7qed11a,14,1,101,116.89,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,102,100.91,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,103,98.53,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,104,103.68,1,1,1,1,0,1,1,1,0,1
e7qed11a,14,1,105,97.03,0,1,0,1,0,1,0,0,0,1
e7qed11a,14,1,106,88.98,0,1,0,1,0,1,0,0,1,1
e7qed11a,14,1,107,108.83,0,1,0,1,0,1,1,0,1,1
e7qed11a,14,1,108,120.3,0,1,0,1,0,0,1,0,1,0
e7qed11a,14,1,109,131.01,0,1,0,1,0,0,1,1,0,1
e7qed11a,14,1,110,128.35,1,1,0,1,0,1,0,1,0,1
e7qed11a,14,1,111,131.88,1,1,1,1,0,1,0,1,0,1
e7qed11a,14,1,112,121.09,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,113,125.71,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,114,111.32,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,115,109.16,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,116,90.69,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,117,83.04,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,118,89.58,0,1,0,1,1,1,0,1,0,1
e7qed11a,14,1,119,106.36,0,1,0,1,1,0,0,0,0,0
e7qed11a,14,1,120,113.67,0,1,0,1,1,0,0,0,0,1
e7qed11a,14,1,121,98.91,1,1,0,1,1,0,0,0,1,1
e7qed11a,14,1,122,110.33,1,1,1,1,1,1,1,1,1,1
e7qed11a,14,1,123,124.24,1,1,1,1,1,1,1,1,1,1
e7qed11a,14,1,124,138.12,0,1,1,1,1,1,1,0,1,0
e7qed11a,14,1,125,116.33,0,1,1,1,1,1,1,0,1,0
e7qed11a,14,1,126,103.83,1,1,1,1,0,1,1,0,1,1
e7qed11a,14,1,127,89.59,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,128,96.59,1,1,0,1,0,1,0,1,1,1
e7qed11a,14,1,129,98.13,0,1,0,0,0,1,0,1,1,0
e7qed11a,14,1,130,72.72,0,1,0,0,0,1,0,0,1,0
e7qed11a,14,1,131,89.34,0,1,1,0,0,1,1,0,1,1
e7qed11a,14,1,132,98.21,0,1,1,1,0,0,1,0,1,1
e7qed11a,14,1,133,110.7,0,1,0,1,0,0,0,0,1,0
e7qed11a,14,1,134,121.87,0,1,0,1,0,1,0,1,1,0
e7qed11a,14,1,135,109.29,1,1,0,1,0,1,0,1,1,0
e7qed11a,14,1,136,98.19,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,137,110.96,1,1,1,1,0,1,1,1,1,1
e7qed11a,14,1,138,106.75,0,1,1,1,1,0,0,1,1,1
e7qed11a,14,1,139,102.18,0,1,1,0,1,0,0,1,0,1
e7qed11a,14,1,140,71.3,0,1,1,0,1,1,1,1,0,1
e7qed11a,14,1,141,80.65,0,1,1,1,1,1,1,1,0,1
e7qed11a,14,1,142,78.98,0,1,0,1,1,1,0,1,1,0
e7qed11a,14,1,143,70.59,0,1,0,1,1,0,0,1,1,0
e7qed11a,14,1,144,102.38,0,1,0,1,1,0,0,1,1,1
e7qed11a,14,1,145,97.55,0,1,0,0,1,0,0,1,1,1
e7qed11a,14,1,146,95.49,0,0,0,0,1,0,0,1,0,1
e7qed11a,14,1,147,90.42,0,0,1,0,1,1,0,1,0,1
e7qed11a,14,1,148,87.59,0,0,1,0,0,1,0,1,0,0
e7qed11a,14,1,149,75.59,0,0,1,0,0,1,0,1,0,0
e7qed11a,14,1,150,85.93,0,0,1,0,0,0,0,1,0,0
e7qed11a,14,1,151,91.4,0,0,0,0,0,0,0,0,0,0
e7qed11a,14,1,152,107.33,0,1,0,0,0,0,0,0,0,0
e7qed11a,14,1,153,118.74,0,1,0,0,0,0,0,0,1,1
e7qed11a,14,1,154,124.27,0,1,1,0,0,1,0,0,1,1
e7qed11a,14,1,155,127.8,1,1,1,0,1,1,1,0,1,1
e7qed11a,14,1,156,147.74,1,1,1,0,1,1,1,1,1,1
e7qed11a,14,1,157,142.88,1,1,1,0,1,1,1,1,1,1
e7qed11a,14,1,158,134.61,1,1,1,0,1,1,1,1,1,1
e7qed11a,14,1,159,124.28,1,1,1,1,1,1,1,1,1,1
e7qed11a,14,1,160,127.71,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,1,100,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,2,113.68,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,3,113.68,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,4,99.42,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,5,108.29,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,6,99.19,0,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,7,106.42,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,8,124.61,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,9,117.79,0,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,10,112.79,0,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,11,101.21,0,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,12,123.33,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,13,121.9,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,14,119.61,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,15,127.3,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,16,116.06,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,17,107.47,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,18,99.45,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,19,102.29,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,20,102.84,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,21,109.18,1,1,0,1,0,1,0,1,1,1
e7qed11a,9,1,22,106.47,1,1,0,1,0,1,0,1,1,1
e7qed11a,9,1,23,96.43,1,1,0,1,0,1,0,1,1,1
e7qed11a,9,1,24,72.72,1,1,0,1,0,1,1,1,1,1
e7qed11a,9,1,25,89.67,1,1,0,1,0,1,1,1,1,1
e7qed11a,9,1,26,94.14,0,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,27,87.39,0,1,1,1,0,0,0,1,1,1
e7qed11a,9,1,28,89.53,0,1,1,1,0,0,0,0,1,1
e7qed11a,9,1,29,107.72,0,1,1,1,0,0,0,0,1,1
e7qed11a,9,1,30,120.1,0,1,0,1,0,0,0,0,1,1
e7qed11a,9,1,31,99.72,0,1,0,1,0,0,0,0,1,0
e7qed11a,9,1,32,98.66,0,1,0,1,0,0,1,1,1,0
e7qed11a,9,1,33,111.44,1,1,0,1,0,0,1,1,1,1
e7qed11a,9,1,34,114.07,1,1,0,1,0,0,1,1,1,1
e7qed11a,9,1,35,114.14,1,1,0,1,0,0,1,1,1,0
e7qed11a,9,1,36,103.88,1,1,0,1,0,0,1,1,1,0
e7qed11a,9,1,37,110.92,1,1,0,1,0,0,1,1,1,1
e7qed11a,9,1,38,89.09,1,1,0,1,0,1,1,1,1,1
e7qed11a,9,1,39,62.34,1,1,0,1,1,1,0,1,1,1
e7qed11a,9,1,40,65.02,1,1,0,1,1,1,1,1,1,1
e7qed11a,9,1,41,78.78,0,0,0,1,1,1,1,0,1,1
e7qed11a,9,1,42,61.19,0,0,0,1,1,1,1,0,0,0
e7qed11a,9,1,43,74.4,0,0,0,1,1,1,0,0,0,0
e7qed11a,9,1,44,102.42,0,0,0,0,1,1,0,0,0,0
e7qed11a,9,1,45,96.26,0,0,0,0,1,1,0,0,0,1
e7qed11a,9,1,46,120.56,0,0,0,0,1,1,0,0,1,1
e7qed11a,9,1,47,118.09,0,0,0,0,1,1,0,0,1,1
e7qed11a,9,1,48,137.94,1,0,0,0,1,1,0,0,1,1
e7qed11a,9,1,49,131.3,1,0,0,0,1,1,1,0,1,1
e7qed11a,9,1,50,123.57,1,1,0,1,1,1,1,1,1,1
e7qed11a,9,1,51,136.71,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,52,128.87,1,1,1,1,1,1,1,1,1,1
e7qed11a,9,1,53,121.61,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,54,114.82,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,55,108.79,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,56,112.26,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,57,99.12,1,1,1,1,0,1,1,1,1,1
e7qed11a,9,1,58,91.12,1,1,1,1,0,1,0,1,1,1
e7qed11a,9,1,59,114.75,1,1,1,1,0,1,0,1,1,1
e7qed11a,9,1,60,108.98,0,1,1,0,0,1,0,0,0,0
e7qed11a,9,1,61,102.39,0,1,1,0,0,1,0,0,0,0
e7qed11a,9,1,62,114.85,1,1,1,0,0,1,0,0,1,1
e7qed11a,9,1,63,98.38,1,1,1,1,0,1,0,0,1,1
e7qed11a,9,1,64,119.85,1,1,1,1,0,1,0,1,1,1
e7qed11a,9,1,65,109.4,1,1,1,1,0,1,0,1,1,0
e7qed11a,9,1,66,115.83,0,1,1,1,0,1,0,1,0,0
e7qed11a,9,1,67,105.86,0,1,1,1,0,1,0,1,0,1
e7qed11a,9,1,68,97.19,1,1,1,1,0,1,0,1,0,1
e7qed11a,9,1,69,84.94,1,1,1,1,0,1,0,1,0,1
e7qed11a,9,1,70,112.74,0,1,1,1,0,1,0,1,0,1
e7qed11a,9,1,71,123.53,0,0,1,0,0,1,0,0,0,1
e7qed11a,9,1,72,121.57,0,0,1,0,0,1,0,0,0,1
e7qed11a,9,1,73,94.48,0,1,1,0,0,1,0,0,0,1
e7qed11a,9,1,74,111.17,0,1,1,0,0,1,0,1,0,1
e7qed11a,9,1,75,135.07,0,1,1,1,0,1,0,1,0,1
e7qed11a,9,1,76,135.52,0,1,1,1,0,1,1,0,0,1
e7qed11a,9,1,77,121.53,0,1,1,1,1,1,1,1,0,1
e7qed11a,9,1,78,122.85,0,1,1,1,1,1,1,1,0,1
e7qed11a,9,1,79,131.32,0,1,1,1,1,1,1,1,0,1
e7qed11a,9,1,80,118.72,0,1,1,1,1,1,1,1,0,1
e7qed11a,9,1,81,119.6,0,1,1,1,1,1,1,1,0,1
e7qed11a,18,1,1,100,1,1,1,1,1,1,1,1,1,1
e7qed11a,18,1,2,88.76,1,1,1,1,1,1,1,1,1,1
e7qed11a,18,1,3,77.02,1,1,1,1,1,1,1,1,1,1
e7qed11a,18,1,4,96.86,1,1,1,1,1,1,1,1,1,1
e7qed11a,18,1,5,102.31,1,1,0,1,1,0,1,0,1,1
e7qed11a,18,1,6,109.48,1,1,0,1,0,0,1,0,1,1
e7qed11a,18,1,7,112.15,1,1,0,1,0,0,1,0,1,1
e7qed11a,18,1,8,116.86,1,1,0,1,0,1,1,1,1,1
e7qed11a,18,1,9,117.36,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,10,104.61,1,1,1,1,1,1,1,1,1,1
e7qed11a,18,1,11,82.54,1,1,1,1,1,1,1,1,1,1
e7qed11a,18,1,12,83.67,1,1,1,1,1,1,1,1,1,1
e7qed11a,18,1,13,96.03,0,1,0,0,1,0,1,1,1,0
e7qed11a,18,1,14,101.01,0,1,0,0,1,0,0,0,1,0
e7qed11a,18,1,15,107.33,0,1,0,0,1,0,0,0,1,0
e7qed11a,18,1,16,111.89,1,1,0,1,1,1,0,1,1,1
e7qed11a,18,1,17,105.11,1,1,1,1,1,1,1,1,1,1
e7qed11a,18,1,18,106.87,1,1,1,1,1,1,1,1,1,1
e7qed11a,18,1,19,93.85,1,1,1,1,1,1,1,1,1,0
e7qed11a,18,1,20,85.26,1,1,1,1,1,1,1,1,1,0
e7qed11a,18,1,21,85.16,1,1,1,1,1,1,1,0,1,1
e7qed11a,18,1,22,83.37,0,1,0,1,1,0,0,0,1,1
e7qed11a,18,1,23,71.29,0,0,0,1,1,0,0,0,1,1
e7qed11a,18,1,24,73.79,0,0,0,0,0,0,0,0,1,0
e7qed11a,18,1,25,59.17,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,26,62.07,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,27,78.22,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,28,73.19,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,29,77.61,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,30,76.02,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,31,86.63,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,32,98.57,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,33,119.24,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,34,116.85,1,1,1,1,0,1,0,1,0,1
e7qed11a,18,1,35,116.53,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,36,98.19,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,37,114.04,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,38,110.39,1,1,0,1,0,1,1,1,1,0
e7qed11a,18,1,39,76.31,0,1,0,1,1,0,0,0,1,0
e7qed11a,18,1,40,75.61,0,1,0,1,1,0,1,0,1,1
e7qed11a,18,1,41,85.25,1,1,0,1,1,0,1,0,1,1
e7qed11a,18,1,42,88.01,1,0,0,0,1,0,0,0,0,1
e7qed11a,18,1,43,103,1,0,0,0,1,0,0,0,0,0
e7qed11a,18,1,44,76.42,1,0,0,0,1,0,0,0,0,0
e7qed11a,18,1,45,54.79,1,1,0,1,1,1,0,1,0,0
e7qed11a,18,1,46,65.32,0,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,47,60.6,0,1,1,0,0,0,0,0,0,1
e7qed11a,18,1,48,91.62,0,1,1,0,0,0,0,0,0,0
e7qed11a,18,1,49,88.66,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,50,79.5,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,51,78.32,0,0,0,0,0,0,0,0,0,0
e7qed11a,18,1,52,91.93,0,0,0,0,1,0,0,0,0,0
e7qed11a,18,1,53,96.43,0,0,0,0,1,0,0,0,0,0
e7qed11a,18,1,54,107.39,0,0,0,0,1,0,0,0,0,0
e7qed11a,18,1,55,116.89,1,0,0,0,1,0,0,0,0,1
e7qed11a,18,1,56,108.26,1,1,0,0,0,0,1,1,0,1
e7qed11a,18,1,57,92.66,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,58,101.76,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,59,101.54,0,1,1,1,0,1,0,1,1,0
e7qed11a,18,1,60,90.48,0,1,0,1,0,0,0,0,1,0
e7qed11a,18,1,61,112.05,0,1,0,1,0,0,0,0,1,1
e7qed11a,18,1,62,99.23,0,1,1,1,1,0,0,0,1,1
e7qed11a,18,1,63,82.8,0,1,1,1,1,0,0,0,0,1
e7qed11a,18,1,64,82.18,1,1,1,1,1,1,1,1,0,1
e7qed11a,18,1,65,117.56,1,1,0,1,0,1,1,1,0,0
e7qed11a,18,1,66,93.14,0,1,0,1,0,0,0,0,0,0
e7qed11a,18,1,67,94.77,0,0,0,1,0,0,0,0,1,0
e7qed11a,18,1,68,109.3,0,0,0,1,1,0,0,0,1,0
e7qed11a,18,1,69,120.43,0,0,0,1,1,0,0,0,1,1
e7qed11a,18,1,70,131.11,0,1,0,1,1,0,1,0,1,1
e7qed11a,18,1,71,140.32,0,1,0,1,0,1,1,1,1,1
e7qed11a,18,1,72,124.79,0,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,73,110.61,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,74,107.66,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,75,93.31,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,76,127.75,1,1,1,1,0,1,0,1,1,1
e7qed11a,18,1,77,129.45,0,1,0,1,0,1,0,1,0,1
e7qed11a,18,1,78,125.33,0,1,0,0,0,1,0,1,0,1
e7qed11a,18,1,79,119.05,0,1,0,0,0,1,1,1,0,1
e7qed11a,18,1,80,123.12,1,1,0,1,0,1,1,1,1,1
e7qed11a,18,1,81,104.99,1,1,1,1,0,1,0,1,1,1
e7qed11a,18,1,82,87.54,1,1,1,1,0,1,0,1,1,1
e7qed11a,18,1,83,91.34,1,1,1,1,0,1,0,1,1,1
e7qed11a,18,1,84,81.67,0,1,0,0,0,1,1,0,0,0
e7qed11a,18,1,85,84.75,0,1,0,0,1,1,1,0,0,0
e7qed11a,18,1,86,96.4,0,1,0,0,1,0,1,0,0,1
e7qed11a,18,1,87,110.71,0,0,0,0,1,0,0,0,0,1
e7qed11a,18,1,88,107.55,1,0,0,0,1,0,0,0,0,1
e7qed11a,18,1,89,107.11,1,1,1,0,0,1,0,1,1,1
e7qed11a,18,1,90,113.63,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,91,91.43,1,1,1,1,0,1,1,1,0,1
e7qed11a,18,1,92,104.73,1,1,1,1,0,1,1,1,0,1
e7qed11a,18,1,93,118.02,1,1,0,1,0,1,0,1,0,1
e7qed11a,18,1,94,121.79,0,1,0,1,0,1,0,1,0,0
e7qed11a,18,1,95,116.39,0,1,0,1,0,1,1,1,1,1
e7qed11a,18,1,96,119.41,0,1,0,1,0,1,1,1,1,1
e7qed11a,18,1,97,118.07,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,98,109.07,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,99,130.54,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,100,146.77,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,101,130.09,0,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,102,126.75,0,1,1,1,0,1,0,1,1,1
e7qed11a,18,1,103,136.39,0,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,104,136.57,0,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,105,113.98,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,106,120.64,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,107,105.82,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,108,123.29,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,109,114.99,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,110,116.46,1,1,1,1,0,1,1,0,1,1
e7qed11a,18,1,111,116.82,1,1,1,1,0,1,1,0,1,1
e7qed11a,18,1,112,105.72,1,1,1,1,0,1,1,0,1,1
e7qed11a,18,1,113,108.91,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,114,106.15,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,115,118.15,1,1,1,1,0,1,1,0,1,1
e7qed11a,18,1,116,114.69,1,1,1,1,0,1,1,0,1,1
e7qed11a,18,1,117,80.6,1,1,1,1,0,1,1,0,1,1
e7qed11a,18,1,118,97.66,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,119,91.73,0,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,120,99.91,0,1,0,1,0,1,0,0,1,0
e7qed11a,18,1,121,120.11,0,1,0,1,0,1,0,0,1,1
e7qed11a,18,1,122,133.46,0,1,0,1,0,1,0,0,1,1
e7qed11a,18,1,123,119.99,0,1,1,1,0,1,1,0,1,1
e7qed11a,18,1,124,117.18,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,125,96.62,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,126,109.99,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,127,108.27,1,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,128,84.84,0,1,0,1,0,1,0,0,1,0
e7qed11a,18,1,129,94.41,0,1,0,1,0,1,0,0,1,1
e7qed11a,18,1,130,98.89,0,1,0,1,0,1,1,1,1,1
e7qed11a,18,1,131,91.81,0,1,0,1,1,1,1,1,1,1
e7qed11a,18,1,132,90.77,0,1,0,1,1,1,0,1,1,1
e7qed11a,18,1,133,93.87,0,1,0,1,1,1,0,1,1,0
e7qed11a,18,1,134,109.42,0,1,0,1,1,1,1,0,1,0
e7qed11a,18,1,135,100.38,0,1,0,1,1,1,1,0,1,0
e7qed11a,18,1,136,98.14,0,1,1,1,0,1,1,0,1,0
e7qed11a,18,1,137,95.2,0,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,138,93.21,0,1,1,1,0,1,1,1,1,1
e7qed11a,18,1,139,95.53,0,1,1,1,0,1,0,1,1,1
e7qed11a,18,1,140,72.95,0,1,0,1,0,1,0,1,1,1
e7qed11a,18,1,141,75.62,0,1,0,1,0,1,0,0,1,1
e7qed11a,18,1,142,91.38,0,0,0,1,0,1,0,0,1,1
e7qed11a,18,1,143,96.48,0,0,0,1,0,0,0,0,1,0
e7qed11a,18,1,144,80.77,0,0,0,1,0,0,0,0,0,1
e7qed11a,18,1,145,76.21,0,1,0,1,1,0,0,0,0,1
e7qed11a,18,1,146,108.24,1,1,0,1,1,0,1,1,0,1
e7qed11a,18,1,147,111.03,0,1,0,0,1,0,1,0,0,1
e7qed11a,18,1,148,83.95,0,1,0,0,1,1,0,0,0,1
e7qed11a,18,1,149,86.54,0,1,1,0,1,1,0,0,1,1
e7qed11a,18,1,150,95.03,0,1,1,1,1,1,1,0,1,1
e7qed11a,18,1,151,111.43,0,1,1,1,0,1,1,0,0,0
